gdp_growth,inflation_rate,unemployment_rate,interest_rate,market_volatility,trading_volume,revenue_growth,profit_margin,debt_ratio,target
3.245071229516849,1.4598573800204946,3.273012790070132,1.663102370120295,0.006475046011530385,35242.69882470454,13.347236940620949,9.549187148518321,0.46996061981183235,61.28664511289373
2.292603548243223,1.8843850634275858,4.937593022121832,2.242882999514652,0.12671280704332474,24425.476763582672,7.9792870752792275,9.727522475883674,0.5843316198585347,39.09000381530666
3.4715328071510387,1.366064063200031,5.036033744088893,1.8695277797109062,0.5170501347348591,8213.705996501976,8.923843251245119,19.796629022510025,0.5978450125138158,45.48583232008722
4.784544784612038,1.7536307762887677,5.945260691686811,2.3424050175106346,0.10136402108545157,36931.689880784186,6.760419871284956,8.115941387957516,0.3643403560981012,52.83799931915115
2.148769937914996,0.48510826643697147,2.266283273438347,2.7430196271465737,0.19612450543004134,190298.5876833353,10.849381879897614,10.162553198980714,0.38947836592044216,57.81856617466043
2.148794564576229,2.170634965898351,6.185134547694661,4.004585383597661,0.30266077407690195,15052.590418626622,4.619728167255976,-1.6965539656761308,0.3615880188153562,28.421726384356152
4.868819223261087,2.0009643802897794,-0.40878326320555036,2.614609153553157,0.30642620024385114,15123.671141834106,12.968701314339786,12.647014556990644,0.47557504153799735,54.7150962504064
3.651152093729363,1.3463290951454474,3.7402308952723793,1.0972491518764889,0.146494094071239,12568.021228419926,6.734565794929446,6.297299618291042,0.41734747653993676,44.345176667263814
1.7957884210975719,2.527396534745924,4.023452315096911,4.368081415794192,0.3903179731939843,13501.900948391947,5.900765020843855,15.633623429517149,0.7227175241953355,35.168538136177816
3.313840065378947,2.7500561101012466,6.266653652142477,1.9954918396619525,0.09931160940737073,1414.7391493405844,8.108565092424213,7.391135626060283,0.5874528868415309,42.348705164100906
1.8048734607813066,0.7139521085048206,5.045261705353738,2.9295354874744457,0.4390930118519236,33025.50384860628,5.044265850371947,15.83633796439373,0.7290594686281119,40.17964175614365
1.8014053696446148,1.3898201771470284,2.1888738922874267,3.535843808328854,0.05494715870684888,9456.40741107572,9.643411747482414,13.842513914061254,0.596395894091598,43.49983261060317
2.862943407349051,1.3846861201701612,3.0300137483659695,3.2395325020833394,0.06576093548310205,4401.659382552944,5.313187053433001,28.376334184338567,0.77969450396667,43.568372944568665
-0.3699203669866966,1.248077519112908,5.397360019094814,4.31301545702577,0.010916713797419132,46779.013401228985,10.34261801409418,18.97774384362555,0.5450157447786884,43.87890415576413
-0.08737674876954937,2.663579873545399,4.841865316270887,3.5748037720713106,0.31751751245660226,7465.011234719787,14.080032694557381,0.28289701950157564,0.7744850967141383,33.57005681787933
1.656568706138541,1.8449390889817572,3.841751780728507,1.9664285043634704,0.10793256838895138,15698.664846818541,4.403391565959131,4.880889247178333,0.21071892328659828,51.549193650424485
0.9807533194983642,1.7883881269515114,4.038332420976041,5.614274608789994,0.05204363341352225,95458.0717874893,7.3471227135241435,15.441664071938666,0.1367343765805827,46.22347808517937
